student_id,assigned,hours_used,exam_score,female,field,gpa_prior
1331,0,0.0,31.6,0,SocialSciences,2.28
1650,0,0.0,41.2,0,Humanities,2.53
310,0,0.0,45.7,0,SocialSciences,2.25
227,0,0.0,66.4,0,STEM,2.06
1858,1,9.9,69.5,0,STEM,2.7
711,1,5.7,59.4,1,SocialSciences,1.8
1944,1,5.8,53.6,0,Humanities,2.74
1384,1,0.0,59.7,0,STEM,1.74
1786,0,0.0,63.9,0,STEM,3.09
149,0,0.0,40.6,1,STEM,2.09
1555,0,0.0,53.2,0,STEM,1.93
1957,0,0.0,60.8,1,SocialSciences,2.72
926,1,7.1,56.6,0,Humanities,2.48
943,1,10.5,82.6,1,STEM,2.89
837,1,11.4,61.2,1,SocialSciences,2.33
576,1,2.3,47.3,0,Humanities,1.87
558,0,0.0,36.3,0,Humanities,2.0
1236,1,9.5,74.3,1,SocialSciences,2.46
1361,1,13.9,89.0,0,Humanities,4.0
1348,1,5.8,81.2,1,SocialSciences,2.28
1162,0,0.0,67.4,0,SocialSciences,2.46
1443,1,8.1,60.9,1,Humanities,2.8
287,0,0.0,53.7,0,STEM,2.21
1605,1,8.4,84.9,0,STEM,2.75
1058,1,7.2,81.1,0,Humanities,2.79
599,0,0.0,52.2,0,SocialSciences,2.96
933,1,0.0,42.4,1,STEM,2.65
1462,1,5.8,69.9,1,Humanities,2.81
1638,0,0.0,64.5,1,Humanities,2.08
1588,0,0.0,59.1,0,SocialSciences,2.4
1041,0,0.0,44.3,0,Humanities,2.42
1231,1,10.4,75.9,1,STEM,2.7
807,1,3.4,58.2,1,Humanities,2.98
905,0,0.0,45.8,1,STEM,2.94
1680,1,12.3,71.5,0,STEM,2.1
1205,1,3.9,38.4,0,SocialSciences,1.78
768,1,0.0,57.9,0,SocialSciences,2.93
610,1,0.5,37.9,0,Humanities,2.39
1993,0,0.0,69.5,0,SocialSciences,2.83
1565,0,0.0,54.6,0,Humanities,2.64
1423,1,12.1,86.8,1,STEM,2.58
1011,0,0.0,31.7,1,SocialSciences,1.0
494,0,0.0,71.1,1,STEM,2.59
1321,0,0.0,79.9,1,STEM,3.12
278,1,8.1,61.4,1,SocialSciences,2.24
1847,0,0.0,89.0,1,SocialSciences,3.76
359,0,0.0,60.9,0,STEM,3.05
1111,1,3.6,74.9,1,Humanities,2.74
237,1,8.3,55.9,0,Humanities,2.94
552,1,6.7,60.3,0,STEM,1.72
1868,0,0.0,65.6,1,STEM,1.77
1813,0,0.0,48.0,1,STEM,2.57
209,0,0.0,73.9,1,STEM,3.14
1387,0,0.0,67.8,1,STEM,1.85
1561,1,9.2,88.3,1,STEM,3.23
59,1,0.0,58.1,0,Humanities,1.86
632,0,0.0,40.4,0,SocialSciences,1.44
1962,1,8.0,73.5,0,STEM,2.84
1860,1,10.3,67.8,0,SocialSciences,2.99
1817,1,0.0,45.1,1,STEM,2.07
364,0,0.0,58.8,0,Humanities,2.83
506,1,6.1,69.3,0,Humanities,3.02
1166,0,0.0,42.8,0,SocialSciences,2.08
1122,0,0.0,63.2,1,STEM,2.35
1630,1,0.0,36.2,0,STEM,1.79
1217,1,10.9,75.7,1,SocialSciences,2.37
1152,0,0.0,66.8,0,SocialSciences,2.2
1125,1,4.9,52.5,0,SocialSciences,2.55
1595,1,15.4,84.7,0,STEM,2.33
119,1,9.9,63.5,1,Humanities,2.14
1250,1,0.0,67.6,1,Humanities,2.97
1994,1,8.0,82.3,0,SocialSciences,3.05
523,1,0.0,37.2,1,SocialSciences,2.06
514,1,5.3,68.5,0,STEM,2.14
82,0,0.0,50.8,1,Humanities,2.17
916,1,0.0,40.3,1,SocialSciences,2.63
1019,1,14.5,91.1,1,SocialSciences,3.38
381,0,0.0,43.2,0,SocialSciences,1.0
1030,0,0.0,48.1,0,Humanities,2.56
1689,0,0.0,54.1,0,Humanities,2.35
85,1,12.3,69.8,0,STEM,2.99
1678,0,0.0,53.0,1,STEM,2.33
330,0,0.0,42.0,0,STEM,1.0
7,1,0.0,73.2,0,STEM,3.34
746,0,0.0,50.2,0,SocialSciences,1.79
1554,0,0.0,42.7,0,SocialSciences,2.91
915,1,12.5,87.1,1,STEM,2.15
874,1,6.4,73.1,0,SocialSciences,3.14
452,1,10.2,90.7,1,STEM,3.15
491,1,11.3,84.7,1,STEM,2.72
1481,1,8.9,68.6,1,Humanities,2.14
288,0,0.0,47.5,0,STEM,1.81
949,1,10.9,86.3,1,SocialSciences,3.04
1986,1,0.0,69.0,0,SocialSciences,3.27
1369,1,0.0,64.8,0,Humanities,2.64
1147,1,8.0,82.4,1,STEM,2.41
706,0,0.0,50.3,0,SocialSciences,2.92
1727,1,0.0,35.3,0,Humanities,1.75
1702,0,0.0,43.5,0,Humanities,1.91
1629,0,0.0,81.0,0,Humanities,3.27
1600,1,0.0,44.6,0,Humanities,2.38
1539,0,0.0,54.1,1,Humanities,2.5
1406,1,8.4,75.9,0,STEM,3.0
1651,0,0.0,44.4,1,STEM,2.54
328,0,0.0,61.0,1,STEM,2.56
443,0,0.0,66.2,1,STEM,2.54
775,1,10.2,75.6,1,SocialSciences,2.44
1088,1,8.2,74.8,0,STEM,3.12
1221,1,0.0,71.9,0,STEM,2.7
1636,0,0.0,69.7,1,SocialSciences,2.58
178,0,0.0,74.4,1,Humanities,3.14
1323,0,0.0,46.8,1,Humanities,2.75
705,0,0.0,64.2,0,SocialSciences,3.34
87,1,6.7,62.7,0,Humanities,2.3
1884,0,0.0,62.7,1,STEM,2.13
1948,0,0.0,41.5,0,STEM,1.72
458,1,13.0,75.7,1,SocialSciences,2.22
1829,0,0.0,53.7,1,STEM,2.61
55,1,3.0,63.5,0,Humanities,2.26
1502,1,10.6,67.8,0,SocialSciences,2.58
644,1,13.2,83.7,0,STEM,3.16
678,0,0.0,51.2,1,Humanities,2.93
222,0,0.0,51.1,1,STEM,2.59
114,1,12.2,100.0,1,SocialSciences,2.23
983,0,0.0,61.2,0,STEM,2.8
1229,0,0.0,38.9,0,SocialSciences,1.53
1000,0,0.0,57.4,0,SocialSciences,2.51
175,1,0.0,56.0,0,Humanities,2.8
782,0,0.0,41.6,1,SocialSciences,2.34
590,1,11.9,94.5,1,Humanities,2.83
1560,0,0.0,56.9,1,Humanities,2.58
19,1,5.1,20.3,1,Humanities,1.48
424,1,7.4,68.2,1,SocialSciences,1.79
1344,0,0.0,41.5,0,STEM,2.2
286,1,8.5,85.3,0,SocialSciences,3.64
1584,1,7.3,70.3,1,Humanities,1.77
429,1,12.2,67.6,0,Humanities,2.19
1510,1,0.0,84.7,0,STEM,2.51
1319,0,0.0,47.3,1,SocialSciences,2.96
670,1,9.2,80.7,0,STEM,3.18
32,0,0.0,59.7,1,STEM,1.96
941,0,0.0,53.5,0,SocialSciences,2.59
723,0,0.0,59.0,1,SocialSciences,2.07
995,1,7.8,71.1,0,STEM,2.43
215,1,8.9,76.7,0,Humanities,3.12
814,1,10.8,83.4,0,Humanities,3.31
327,1,6.4,78.4,1,STEM,2.41
561,1,4.8,58.7,0,Humanities,2.18
1113,0,0.0,65.0,1,STEM,2.65
701,1,12.1,82.4,0,STEM,1.82
1579,0,0.0,72.8,1,STEM,3.47
1190,0,0.0,49.1,1,SocialSciences,1.54
342,0,0.0,73.7,1,STEM,3.48
630,0,0.0,52.9,1,STEM,1.68
148,0,0.0,48.9,1,STEM,1.59
1310,0,0.0,55.4,0,Humanities,2.89
361,0,0.0,30.3,0,Humanities,2.32
84,1,4.9,56.3,1,SocialSciences,2.47
49,0,0.0,71.7,1,STEM,3.55
469,1,9.1,78.8,0,Humanities,2.97
156,1,6.4,54.2,1,Humanities,2.17
773,1,11.7,72.1,0,STEM,2.74
1240,1,14.2,100.0,1,STEM,3.65
1201,1,6.0,57.9,0,SocialSciences,2.18
1403,0,0.0,65.6,1,Humanities,2.26
1203,1,0.0,45.9,0,STEM,1.59
1631,1,0.5,47.1,0,SocialSciences,2.17
501,1,0.0,53.6,1,Humanities,2.7
1765,1,10.9,75.3,0,STEM,2.08
180,1,0.0,66.9,0,STEM,2.68
1048,1,4.0,65.7,0,SocialSciences,2.0
1756,0,0.0,66.7,0,SocialSciences,2.56
951,1,0.0,50.1,1,SocialSciences,2.77
1317,0,0.0,45.6,0,Humanities,1.95
1620,0,0.0,46.7,0,SocialSciences,2.03
529,0,0.0,81.5,1,STEM,3.21
347,0,0.0,59.6,0,SocialSciences,2.72
1388,1,4.8,49.6,0,SocialSciences,2.75
1961,1,0.0,50.1,1,Humanities,2.11
1051,0,0.0,59.1,0,SocialSciences,3.38
1973,1,0.5,42.0,0,STEM,2.14
1442,0,0.0,56.3,1,STEM,2.12
602,0,0.0,50.6,1,STEM,2.21
1282,1,15.0,89.2,1,Humanities,2.89
244,0,0.0,73.2,1,STEM,3.13
1337,0,0.0,30.2,0,SocialSciences,1.78
1068,0,0.0,71.6,1,Humanities,2.75
1476,0,0.0,67.0,0,SocialSciences,2.68
313,1,0.0,60.6,0,STEM,2.09
436,0,0.0,64.1,1,SocialSciences,2.5
1899,0,0.0,53.8,1,STEM,2.13
1329,1,0.0,69.2,0,STEM,2.57
309,1,11.2,72.9,1,SocialSciences,2.36
431,0,0.0,70.2,1,SocialSciences,3.13
661,1,11.4,90.7,1,SocialSciences,2.79
371,0,0.0,66.0,1,SocialSciences,3.89
567,0,0.0,81.1,1,STEM,2.6
980,0,0.0,44.6,1,SocialSciences,2.04
182,0,0.0,58.4,0,STEM,2.22
1363,0,0.0,61.3,0,STEM,2.18
622,0,0.0,59.7,1,SocialSciences,2.42
819,0,0.0,48.3,1,SocialSciences,2.77
1193,0,0.0,56.8,0,Humanities,2.62
953,1,13.5,66.2,0,STEM,1.89
1422,1,0.0,66.7,0,SocialSciences,3.35
1841,0,0.0,51.8,1,STEM,2.41
923,1,0.0,48.7,0,Humanities,2.81
1074,0,0.0,58.3,0,Humanities,2.7
297,0,0.0,61.2,0,SocialSciences,2.55
967,1,0.0,78.9,0,SocialSciences,3.75
462,0,0.0,59.6,1,STEM,2.89
1303,0,0.0,52.1,0,Humanities,2.93
1177,1,4.1,59.8,0,SocialSciences,2.6
378,1,6.7,72.2,1,Humanities,2.77
799,1,12.6,72.1,1,STEM,2.21
1103,1,5.7,69.0,0,STEM,2.33
106,0,0.0,51.6,1,SocialSciences,1.56
127,0,0.0,46.7,0,SocialSciences,2.26
1996,1,0.0,66.9,0,STEM,2.38
839,1,0.0,39.4,0,SocialSciences,2.56
356,0,0.0,54.8,1,SocialSciences,2.36
1617,0,0.0,58.6,1,Humanities,2.64
683,1,16.5,84.7,0,Humanities,3.5
813,1,9.8,75.0,0,STEM,3.05
1681,1,13.5,67.9,1,SocialSciences,2.41
210,0,0.0,46.8,1,STEM,1.44
1493,1,15.6,87.4,0,STEM,3.1
141,0,0.0,68.9,1,SocialSciences,2.66
1975,0,0.0,71.1,0,Humanities,2.7
1340,1,11.7,90.9,1,STEM,2.71
1798,1,0.0,64.0,0,SocialSciences,2.11
1575,0,0.0,61.4,0,STEM,2.41
1182,1,10.0,70.4,0,STEM,2.4
1394,1,12.4,99.3,1,STEM,2.59
1816,0,0.0,53.1,1,SocialSciences,2.7
712,0,0.0,53.0,0,Humanities,2.02
1794,1,9.2,62.3,0,SocialSciences,2.66
893,0,0.0,54.2,1,STEM,1.98
860,1,11.7,59.6,0,SocialSciences,2.71
11,1,12.2,76.7,0,STEM,2.84
1695,0,0.0,61.9,1,SocialSciences,3.01
1428,1,0.0,58.5,0,STEM,2.19
283,1,10.1,83.3,1,Humanities,2.73
811,1,0.0,71.5,1,SocialSciences,3.17
1342,0,0.0,50.6,0,Humanities,1.84
292,1,13.6,82.3,0,SocialSciences,3.18
755,1,7.6,100.0,0,Humanities,2.92
627,0,0.0,70.0,1,Humanities,2.47
944,1,7.2,56.8,1,SocialSciences,1.96
862,1,10.7,72.0,0,STEM,2.19
130,0,0.0,44.7,1,Humanities,2.06
1176,1,6.5,45.0,0,STEM,2.83
324,1,0.0,57.5,0,STEM,1.9
1091,1,0.0,51.4,0,SocialSciences,1.86
844,1,10.1,72.6,0,STEM,2.91
964,0,0.0,76.0,1,SocialSciences,3.3
1865,0,0.0,39.3,1,STEM,1.73
866,0,0.0,58.6,1,SocialSciences,2.8
922,1,11.7,72.6,1,SocialSciences,1.81
696,1,10.8,84.2,0,SocialSciences,3.15
216,0,0.0,40.5,0,STEM,2.58
1781,0,0.0,44.1,1,Humanities,1.64
1262,0,0.0,62.9,1,SocialSciences,2.41
159,1,9.8,76.4,1,SocialSciences,2.22
1059,1,0.0,38.2,1,STEM,2.73
989,1,11.6,74.9,1,STEM,2.3
842,1,7.0,44.6,1,SocialSciences,1.33
635,0,0.0,61.3,0,SocialSciences,2.5
517,0,0.0,39.8,0,STEM,2.45
1429,0,0.0,76.8,0,SocialSciences,2.83
1748,0,0.0,54.4,0,SocialSciences,2.67
598,1,16.1,97.6,1,Humanities,2.95
196,1,0.0,73.0,0,STEM,1.95
1784,1,13.8,88.3,0,STEM,2.93
870,1,0.0,73.4,0,STEM,3.33
411,0,0.0,75.8,1,SocialSciences,2.92
97,0,0.0,45.7,1,STEM,2.15
1001,1,14.1,87.6,0,SocialSciences,3.05
1506,0,0.0,40.1,1,Humanities,2.53
157,0,0.0,71.5,1,STEM,3.09
420,1,12.6,55.4,0,STEM,1.95
1803,1,14.0,100.0,1,Humanities,2.79
478,0,0.0,57.7,1,SocialSciences,2.6
1856,0,0.0,47.7,0,SocialSciences,2.44
669,1,0.0,59.4,0,STEM,1.78
1418,0,0.0,86.3,0,SocialSciences,3.5
1872,1,10.5,71.3,0,Humanities,2.58
1300,0,0.0,78.3,0,Humanities,3.46
448,1,8.6,56.5,1,Humanities,2.17
554,0,0.0,68.1,1,Humanities,2.69
179,1,11.2,87.1,1,SocialSciences,2.93
391,1,1.4,45.7,1,Humanities,2.97
579,1,12.2,76.4,0,SocialSciences,3.31
1478,0,0.0,66.5,1,SocialSciences,2.95
1707,0,0.0,49.8,0,STEM,2.83
1288,1,0.0,42.4,1,SocialSciences,2.25
1645,0,0.0,68.3,0,Humanities,3.02
1024,1,2.8,64.1,1,STEM,2.02
821,0,0.0,51.6,0,SocialSciences,2.53
1825,1,15.4,78.1,0,STEM,2.54
985,1,12.0,87.3,1,STEM,2.74
1339,1,8.2,69.6,1,STEM,2.17
665,0,0.0,76.7,1,STEM,3.04
143,1,7.4,64.7,0,STEM,2.4
1517,1,0.0,58.9,1,STEM,2.67
1430,0,0.0,59.2,0,SocialSciences,1.76
865,1,10.4,59.3,0,SocialSciences,2.65
422,1,17.0,86.2,0,SocialSciences,2.97
637,1,0.0,60.1,0,STEM,3.18
1407,1,6.4,61.6,0,Humanities,3.08
800,1,0.0,54.8,1,SocialSciences,1.83
1404,1,7.9,53.6,0,STEM,1.6
616,0,0.0,65.5,1,Humanities,2.45
295,0,0.0,61.1,0,SocialSciences,2.55
924,1,11.7,76.0,1,Humanities,2.73
1269,0,0.0,36.3,0,STEM,1.18
1903,1,5.8,50.9,1,Humanities,1.61
89,1,10.7,68.3,1,SocialSciences,1.6
42,0,0.0,56.6,0,SocialSciences,2.78
1802,0,0.0,39.6,1,Humanities,2.11
1934,0,0.0,69.5,0,STEM,3.05
132,0,0.0,68.8,0,SocialSciences,2.62
1002,0,0.0,60.2,0,SocialSciences,2.54
1158,0,0.0,48.6,1,STEM,1.59
1095,1,0.0,64.3,1,STEM,2.25
1855,1,0.0,67.1,1,SocialSciences,2.12
1345,1,0.0,35.0,1,SocialSciences,1.73
1499,0,0.0,48.6,0,STEM,2.07
165,0,0.0,38.3,1,SocialSciences,1.84
725,1,1.8,21.5,0,SocialSciences,1.13
291,1,0.0,46.4,0,SocialSciences,2.04
1209,0,0.0,43.8,1,SocialSciences,2.38
1589,1,0.0,53.7,1,SocialSciences,2.16
1897,1,10.5,76.8,1,SocialSciences,2.99
1642,0,0.0,55.6,0,SocialSciences,2.17
1362,1,0.0,67.7,0,SocialSciences,3.08
779,1,11.1,64.0,0,SocialSciences,2.15
840,1,2.7,50.0,0,SocialSciences,2.48
349,1,9.2,64.3,1,SocialSciences,2.49
1945,1,13.6,80.0,1,SocialSciences,2.57
572,1,9.0,51.4,0,STEM,1.61
918,1,5.7,68.9,1,STEM,1.53
977,1,5.2,50.1,0,Humanities,2.24
1914,0,0.0,76.7,1,STEM,2.52
1469,0,0.0,61.3,0,Humanities,2.83
1592,0,0.0,47.4,0,STEM,1.81
1318,1,10.3,91.5,0,STEM,3.1
1845,0,0.0,79.4,0,SocialSciences,2.92
137,0,0.0,38.0,1,STEM,1.59
459,0,0.0,77.7,1,STEM,2.95
376,1,9.2,83.4,1,STEM,2.72
1343,0,0.0,68.7,1,SocialSciences,2.4
334,1,11.9,86.1,1,STEM,2.32
1160,1,2.4,43.7,0,Humanities,2.27
1761,1,0.0,52.5,0,STEM,2.49
1458,0,0.0,44.8,1,Humanities,2.4
817,0,0.0,58.8,0,Humanities,2.74
1115,1,0.0,51.1,0,SocialSciences,1.69
1006,0,0.0,62.8,1,STEM,2.91
1857,0,0.0,53.7,1,Humanities,2.56
1955,0,0.0,63.8,0,SocialSciences,3.45
1851,0,0.0,67.8,1,SocialSciences,3.05
911,0,0.0,40.6,1,Humanities,2.17
1930,0,0.0,53.3,1,Humanities,2.46
1126,0,0.0,70.7,1,SocialSciences,2.67
329,0,0.0,63.9,1,STEM,2.7
1248,1,0.0,49.1,1,SocialSciences,1.9
319,1,0.0,62.9,0,STEM,2.67
1690,0,0.0,55.8,0,SocialSciences,2.39
1359,1,6.3,67.9,0,SocialSciences,2.87
1733,1,6.0,58.6,1,SocialSciences,1.83
168,0,0.0,35.0,0,SocialSciences,2.19
13,1,8.4,72.7,0,Humanities,3.15
1927,0,0.0,49.7,1,STEM,2.48
172,0,0.0,68.2,1,Humanities,2.93
650,1,14.1,69.5,0,SocialSciences,2.23
1062,0,0.0,39.6,1,STEM,1.67
261,0,0.0,59.1,1,STEM,1.93
1367,0,0.0,84.5,0,SocialSciences,3.7
1549,1,12.2,100.0,1,SocialSciences,2.4
902,0,0.0,63.1,0,SocialSciences,2.91
673,1,8.8,69.2,1,SocialSciences,2.47
259,1,0.0,22.0,0,Humanities,1.09
845,1,0.0,59.0,1,STEM,2.78
868,0,0.0,87.2,1,SocialSciences,4.0
1800,0,0.0,82.9,1,STEM,1.99
139,1,5.9,43.1,0,Humanities,2.0
894,1,10.2,84.3,1,Humanities,2.15
1838,0,0.0,70.1,1,SocialSciences,2.9
550,1,10.3,82.4,1,STEM,2.6
320,1,14.0,100.0,1,SocialSciences,3.2
1527,1,10.5,52.8,0,STEM,1.15
1806,1,14.8,100.0,1,STEM,3.84
1178,0,0.0,54.1,1,SocialSciences,2.23
559,0,0.0,63.9,1,SocialSciences,3.15
140,1,0.0,45.3,0,SocialSciences,3.35
1735,1,5.6,54.1,0,Humanities,2.32
532,0,0.0,56.9,0,Humanities,3.56
225,1,11.6,79.9,0,SocialSciences,3.52
724,1,15.8,100.0,1,Humanities,3.64
787,0,0.0,60.4,0,SocialSciences,3.12
1718,0,0.0,42.4,0,SocialSciences,2.33
1008,1,6.4,56.1,1,STEM,2.08
410,0,0.0,51.6,1,SocialSciences,2.69
326,0,0.0,51.6,0,SocialSciences,2.49
1766,1,8.2,70.2,0,STEM,2.62
300,1,0.0,52.7,0,Humanities,2.66
1263,0,0.0,46.1,0,Humanities,1.99
1946,0,0.0,34.8,1,Humanities,1.35
26,1,9.7,81.0,1,Humanities,2.25
1859,0,0.0,59.8,0,STEM,3.23
715,1,10.8,76.1,0,STEM,2.32
1010,1,12.1,67.7,0,SocialSciences,2.54
194,0,0.0,24.2,0,Humanities,2.5
441,1,0.0,52.3,1,Humanities,2.9
574,0,0.0,55.5,1,SocialSciences,2.63
947,0,0.0,72.8,1,SocialSciences,3.61
998,1,0.0,45.2,0,STEM,2.45
504,1,8.1,75.1,1,Humanities,3.4
606,1,16.0,93.1,1,Humanities,2.62
1717,1,4.4,53.2,0,Humanities,2.56
1164,1,6.9,51.7,0,Humanities,2.99
1787,1,6.2,44.5,0,Humanities,2.09
847,0,0.0,43.7,0,STEM,1.57
4,0,0.0,68.7,0,STEM,2.73
1287,1,5.1,64.5,0,STEM,2.14
1223,0,0.0,44.2,1,Humanities,2.08
468,1,4.7,73.9,0,STEM,3.38
322,0,0.0,67.9,0,Humanities,2.95
6,1,12.7,85.5,1,Humanities,2.97
223,0,0.0,43.0,1,Humanities,1.96
1375,1,14.7,75.9,0,STEM,3.37
548,1,8.9,51.1,0,SocialSciences,2.28
229,1,14.3,100.0,1,SocialSciences,4.0
40,1,9.6,74.0,0,Humanities,2.95
543,1,11.7,100.0,1,Humanities,3.91
243,0,0.0,58.0,1,Humanities,2.52
899,1,10.3,67.6,0,STEM,2.43
1134,1,0.0,62.7,1,STEM,2.98
1449,0,0.0,61.9,1,SocialSciences,2.52
1869,0,0.0,72.4,1,Humanities,2.44
843,1,0.0,76.7,1,STEM,2.51
1419,0,0.0,48.9,0,Humanities,2.86
1654,1,8.1,67.7,0,SocialSciences,2.8
1970,0,0.0,56.4,1,Humanities,1.56
662,0,0.0,42.0,1,SocialSciences,2.34
1211,0,0.0,59.2,1,STEM,2.29
315,1,0.0,34.5,0,SocialSciences,1.83
692,1,0.0,62.7,1,Humanities,2.89
1504,1,11.3,72.4,0,Humanities,2.88
425,1,0.0,78.8,0,STEM,2.67
595,1,0.0,48.3,1,STEM,1.67
1964,0,0.0,42.2,1,SocialSciences,1.85
623,1,0.0,55.4,0,SocialSciences,3.07
1171,1,12.5,96.4,1,STEM,2.2
1044,1,12.5,66.1,1,SocialSciences,2.19
228,0,0.0,64.5,1,STEM,3.22
1118,0,0.0,63.5,1,STEM,3.09
1332,1,8.0,72.9,0,Humanities,2.6
1316,1,10.7,78.0,1,STEM,2.08
67,1,0.0,56.3,0,SocialSciences,2.13
25,0,0.0,52.8,0,SocialSciences,2.07
145,0,0.0,56.7,1,STEM,1.76
537,1,0.0,38.9,1,SocialSciences,2.52
812,0,0.0,58.2,1,STEM,2.18
1467,0,0.0,32.3,1,Humanities,1.39
86,0,0.0,61.6,0,STEM,2.47
1661,0,0.0,46.4,0,STEM,2.57
1646,1,20.6,100.0,1,STEM,3.02
1805,1,0.0,44.1,0,STEM,2.46
1818,1,8.8,59.8,1,STEM,1.35
1577,0,0.0,72.0,1,Humanities,3.18
1145,0,0.0,60.2,1,STEM,2.18
363,1,7.2,53.8,0,SocialSciences,2.34
1612,1,0.0,64.2,0,SocialSciences,2.77
1866,0,0.0,55.7,0,Humanities,3.03
1027,1,9.4,53.9,0,STEM,1.94
1031,0,0.0,54.5,0,STEM,2.88
1304,0,0.0,61.2,0,Humanities,2.75
1356,1,0.0,45.4,1,Humanities,2.03
1731,0,0.0,61.3,1,SocialSciences,2.57
666,0,0.0,50.1,0,SocialSciences,1.47
365,0,0.0,65.6,0,STEM,2.9
78,0,0.0,64.0,0,STEM,3.18
28,0,0.0,67.5,0,STEM,2.45
1437,1,9.9,90.1,1,STEM,2.54
526,1,10.3,86.9,1,SocialSciences,2.11
1835,1,0.0,57.0,1,SocialSciences,2.62
56,1,9.2,79.5,1,STEM,2.93
639,1,10.6,81.8,0,STEM,2.69
303,1,10.6,82.1,1,Humanities,2.71
719,0,0.0,40.0,0,STEM,1.45
625,1,0.0,52.5,1,STEM,2.18
8,0,0.0,47.8,1,STEM,2.32
804,0,0.0,52.0,1,STEM,2.28
1050,1,12.4,85.3,1,SocialSciences,2.37
337,1,11.3,61.7,0,STEM,2.21
48,1,0.0,77.2,1,SocialSciences,3.26
1764,0,0.0,45.6,1,Humanities,2.47
107,0,0.0,56.8,1,Humanities,2.51
350,1,3.7,36.8,0,Humanities,2.45
1080,0,0.0,69.1,1,Humanities,2.89
239,0,0.0,41.1,0,STEM,1.69
214,1,1.6,54.8,0,Humanities,3.03
1776,0,0.0,53.9,1,SocialSciences,2.4
1139,0,0.0,68.5,1,STEM,2.75
794,0,0.0,63.1,1,STEM,2.45
1587,1,11.2,66.6,0,Humanities,3.3
1583,1,0.0,63.8,0,STEM,2.47
1672,0,0.0,53.6,1,Humanities,2.05
524,0,0.0,51.8,0,SocialSciences,2.13
233,1,10.2,56.6,0,STEM,2.11
645,1,0.0,57.6,1,SocialSciences,2.2
1508,0,0.0,47.0,0,STEM,2.0
534,0,0.0,55.2,0,Humanities,2.17
1942,0,0.0,42.2,0,STEM,1.97
604,0,0.0,48.3,0,SocialSciences,1.9
1330,0,0.0,81.9,1,STEM,3.32
1075,1,12.9,80.0,0,STEM,2.99
1305,1,10.6,76.3,0,STEM,2.2
61,1,7.9,83.0,1,STEM,2.84
1264,1,7.1,72.8,1,Humanities,2.44
93,1,0.0,46.4,1,STEM,2.39
667,0,0.0,55.5,0,Humanities,2.39
281,0,0.0,69.1,0,Humanities,3.03
1114,1,0.0,47.6,1,SocialSciences,2.63
360,1,9.4,70.0,1,STEM,2.16
1129,0,0.0,54.0,1,STEM,1.98
1170,1,13.2,86.7,1,Humanities,2.97
848,1,0.0,45.3,1,SocialSciences,2.1
1522,1,7.7,68.6,1,STEM,2.29
111,1,11.0,74.9,1,SocialSciences,2.53
43,0,0.0,49.5,0,SocialSciences,2.39
126,1,0.0,46.9,1,Humanities,1.6
205,0,0.0,48.9,0,STEM,1.88
53,0,0.0,59.0,0,Humanities,2.92
546,1,0.0,57.4,1,STEM,1.69
69,0,0.0,54.7,0,STEM,2.48
1741,0,0.0,62.5,0,Humanities,2.65
1548,0,0.0,40.7,1,SocialSciences,1.5
184,1,0.0,67.9,1,SocialSciences,2.13
138,0,0.0,60.8,0,STEM,3.0
900,1,7.9,82.2,1,SocialSciences,2.6
797,0,0.0,47.6,1,STEM,2.65
133,1,0.0,64.0,1,SocialSciences,2.37
81,0,0.0,79.6,0,SocialSciences,3.32
1987,1,5.8,52.6,1,SocialSciences,1.73
1541,1,0.0,34.0,0,STEM,1.38
542,0,0.0,35.3,0,Humanities,1.68
1669,0,0.0,47.8,0,Humanities,2.31
984,0,0.0,56.2,1,STEM,2.15
166,1,0.0,41.2,0,SocialSciences,2.43
249,0,0.0,69.8,0,SocialSciences,2.9
447,1,15.1,76.7,0,STEM,2.6
1515,0,0.0,50.1,0,SocialSciences,2.78
859,1,8.1,81.0,0,STEM,3.28
1212,0,0.0,51.3,1,Humanities,1.8
98,0,0.0,49.9,1,SocialSciences,1.67
1974,0,0.0,48.0,0,STEM,1.78
738,1,9.9,55.3,1,STEM,1.97
1256,1,0.0,47.3,1,SocialSciences,2.35
103,1,11.7,100.0,1,STEM,3.56
435,1,0.0,66.5,1,SocialSciences,2.9
75,1,8.5,74.7,0,Humanities,2.39
1792,1,3.3,53.6,0,Humanities,2.79
1235,0,0.0,77.2,0,STEM,2.72
919,1,15.8,100.0,1,STEM,2.54
1712,1,11.7,69.0,1,SocialSciences,2.6
1671,0,0.0,60.9,0,STEM,2.72
1621,0,0.0,46.4,0,Humanities,2.09
763,1,6.1,53.8,1,SocialSciences,1.77
990,1,12.0,73.6,0,Humanities,2.21
389,0,0.0,53.7,1,SocialSciences,3.25
236,1,11.0,98.2,1,STEM,1.76
1507,0,0.0,58.3,0,Humanities,2.51
268,1,12.7,80.1,1,Humanities,2.54
1188,0,0.0,50.6,1,SocialSciences,2.72
118,0,0.0,51.0,0,Humanities,2.31
1607,1,12.4,92.7,1,Humanities,3.07
674,0,0.0,53.2,1,STEM,2.01
250,1,0.0,63.4,1,STEM,2.85
1453,0,0.0,63.7,0,Humanities,3.12
1995,1,0.0,35.9,0,STEM,1.9
95,0,0.0,68.6,1,SocialSciences,3.16
34,1,6.2,48.3,0,STEM,2.6
1464,1,0.0,57.5,0,STEM,2.02
1668,0,0.0,57.5,0,STEM,2.85
